,City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,Katsina,0,NG,1547409600,24,12.99,7.6,71.6,9.17
373,Erzincan,75,TR,1547412600,92,39.75,39.49,17.6,2.24
374,Taguatinga,20,BR,1547413200,54,-15.83,-48.06,82.4,12.75
375,Luanda,40,AO,1547413200,83,-8.83,13.24,78.8,6.93
376,Ixtahuacan,0,GT,1547415618,47,15.42,-91.77,71.29,2.39
377,Cayenne,75,GF,1547413200,74,4.94,-52.33,80.6,11.41
378,Nizhniy Tsasuchey,0,RU,1547415623,52,50.52,115.13,-5.26,16.82
379,Upington,0,ZA,1547415403,38,-28.46,21.24,70.84,6.42
380,Sistranda,90,NO,1547414400,86,63.73,8.83,30.2,28.86
381,Rapid Valley,1,US,1547414100,60,44.06,-103.15,48.2,3.36
382,Jieshi,48,CN,1547415628,96,22.82,115.83,60.49,15.03
383,Sabha,0,LY,1547415629,76,27.03,14.43,30.84,6.76
384,Yellandu,0,IN,1547415631,88,17.59,80.32,62.7,4.18
385,Artsyz,36,UA,1547415632,89,46.0,29.43,22.65,10.78
386,Mapiripan,36,CO,1547415633,54,2.89,-72.13,87.85,7.43
387,Kununurra,20,AU,1547413200,83,-15.77,128.74,78.8,2.84
388,Hargeysa,32,SO,1547415488,93,9.56,44.06,49.02,2.73
389,Kirillov,36,RU,1547415638,86,59.86,38.38,17.2,9.22
390,Samarai,68,PG,1547415642,100,-10.62,150.67,81.42,11.79
391,Shumikha,92,RU,1547415643,93,55.23,63.28,24.54,15.14
392,Ilulissat,0,GL,1547412600,64,69.22,-51.1,-0.41,10.29
393,Brae,36,GB,1547414400,100,60.4,-1.35,35.6,28.86
394,Morristown,90,US,1547414100,100,36.21,-83.29,44.6,5.82
395,Lochmaben,68,GB,1547412600,80,55.13,-3.44,41.0,20.8
396,Gorazde,0,BA,1547415000,86,43.67,18.98,26.6,10.29
397,Miri,8,NG,1547415651,30,10.31,9.75,67.69,7.09
398,Sabae,75,JP,1547413200,100,35.95,136.19,33.8,3.36
399,Canutama,48,BR,1547415654,82,-6.53,-64.38,82.0,2.39
400,Muros,40,ES,1547413200,87,42.77,-9.06,44.6,6.93
401,Xai-Xai,0,MZ,1547415678,85,-25.04,33.64,82.59,15.26
402,Lalmohan,0,BD,1547415679,84,22.34,90.74,61.35,7.65
403,Mae Hong Son,0,MM,1547415680,90,19.3,97.96,56.8,1.05
404,Izhma,76,RU,1547415682,76,65.01,53.91,15.9,7.76
405,Ponferrada,0,ES,1547415683,80,42.55,-6.59,24.27,1.72
406,Amazar,48,RU,1547415685,62,53.86,120.88,-15.02,2.73
407,Natal,20,BR,1547413200,78,-5.81,-35.21,82.4,12.75
408,Severobaykalsk,8,RU,1547415687,39,55.65,109.32,-27.53,2.28
409,Ciudad Bolivar,0,VE,1547415689,32,8.12,-63.55,93.07,13.35
410,Bonito,88,BR,1547415691,84,-1.36,-47.3,80.38,6.31
411,Shirokiy,68,RU,1547415692,92,53.87,39.17,22.51,11.01
412,Den Helder,75,NL,1547414940,81,52.96,4.76,48.2,20.8
413,Neryungri,56,RU,1547415697,71,56.66,124.71,-12.68,9.89
414,Kologriv,88,RU,1547415699,84,58.83,44.31,20.17,8.43
415,Umm Kaddadah,8,SD,1547415701,27,13.6,26.69,63.19,11.45
416,Gornopravdinsk,80,RU,1547415705,83,60.06,69.92,22.33,10.78
417,Marrakesh,0,MA,1547413200,37,31.63,-7.99,51.8,3.36
418,Marawi,64,PH,1547415708,97,8.0,124.29,68.5,2.39
419,Kavarna,0,BG,1547413200,86,43.43,28.33,28.4,3.36
420,Goderich,0,CA,1547415570,77,43.74,-81.71,22.96,7.2
421,Nanortalik,64,GL,1547415715,100,60.14,-45.24,26.07,14.81
422,Sayyan,0,YE,1547415717,62,15.17,44.32,35.79,1.16
423,Rabo de Peixe,20,PT,1547413200,77,37.8,-25.58,59.0,9.17
424,Sobrance,90,SK,1547415000,95,48.74,22.18,32.0,11.41
425,Beringovskiy,24,RU,1547415721,90,63.05,179.32,-10.79,30.13
426,Puerto del Rosario,0,ES,1547413200,67,28.5,-13.86,62.6,6.93
427,Zemaiciu Naumiestis,92,LT,1547415724,95,55.36,21.7,35.74,12.8
428,Chandbali,0,IN,1547415725,100,20.77,86.74,66.7,3.62
429,Burnie,100,AU,1547415727,96,-41.05,145.91,64.27,20.74
430,Sidi Ali,0,DZ,1547415728,84,36.1,0.42,34.62,2.62
431,Port Shepstone,100,ZA,1547415729,88,-30.74,30.45,72.87,12.46
432,Turka,80,UA,1547415730,92,49.16,23.03,29.4,13.02
433,Vestmannaeyjar,12,IS,1547415732,100,63.44,-20.27,25.93,2.95
434,Changji,64,CN,1547415733,89,32.07,116.17,30.39,4.74
435,Acapulco,20,MX,1547412600,70,16.86,-99.88,86.0,8.05
436,Noyabrsk,92,RU,1547415735,87,63.2,75.45,17.52,19.28
437,Marsa Matruh,64,EG,1547415737,82,31.35,27.25,53.29,16.37
438,Nelson,0,CA,1547415562,63,49.49,-117.29,32.19,2.17
439,Nguruka,20,TZ,1547415739,97,-5.11,31.04,67.69,3.18
440,Kollam,20,IN,1547413200,83,8.88,76.6,78.8,3.36
441,Genhe,56,CN,1547415742,56,50.78,121.52,-13.36,2.84
442,Ahuimanu,90,US,1547413020,66,21.44,-157.84,80.96,4.7
443,Anahuac,1,US,1547414100,45,29.77,-94.68,59.0,12.75
444,Solwezi,48,ZM,1547415747,96,-12.18,26.4,62.65,8.77
445,Starobaltachevo,68,RU,1547415748,88,56.0,55.92,17.07,10.22
446,Kamenka,88,RU,1547415750,86,53.19,44.05,17.38,8.66
447,Agirish,36,RU,1547415752,82,61.92,63.02,18.6,7.87
448,Leiyang,80,CN,1547415753,99,26.42,112.85,42.72,3.51
449,Mzimba,92,MW,1547415754,98,-11.9,33.6,63.73,4.74
450,Gold Coast,92,AU,1547413200,65,-28.0,153.41,77.0,11.41
451,Imperial,1,US,1547412960,53,32.85,-115.57,62.96,3.62
452,Aleksandrovsk-Sakhalinskiy,0,RU,1547415758,100,50.9,142.16,0.24,0.38
453,Clyde River,75,CA,1547413200,65,70.47,-68.59,-36.41,8.05
454,Maragogi,24,BR,1547415648,80,-9.01,-35.22,80.47,8.1
455,Galle,1,US,1547412960,54,29.74,-97.91,57.02,12.75
456,Gondanglegi,36,ID,1547415763,99,-7.75,112.01,69.99,2.62
457,Pimenta Bueno,36,BR,1547415765,80,-11.68,-61.19,79.66,2.84
458,Egvekinot,8,RU,1547415766,69,66.32,-179.17,-24.2,11.12
459,Faya,0,SA,1547413200,44,18.39,42.45,59.0,8.05
460,Bauchi,8,NG,1547415768,30,10.31,9.85,67.69,7.09
461,Nova Olinda do Norte,68,BR,1547415770,98,-3.89,-59.1,75.57,5.41
462,Rapar,0,IN,1547415771,34,23.57,70.65,60.0,11.68
463,Wawa,0,NG,1547415772,45,9.9,4.41,72.01,5.64
464,Linares,0,CL,1547415636,38,-35.85,-71.6,72.82,3.51
465,Varzea da Palma,100,BR,1547415707,33,-17.6,-44.73,91.99,6.76
466,Kurilsk,68,RU,1547415775,100,45.23,147.88,26.65,10.78
467,Talnakh,64,RU,1547415777,66,69.49,88.39,-9.17,24.65
468,Borogontsy,20,RU,1547415778,0,62.67,131.17,-49.85,2.62
469,Monduli,20,TZ,1547413200,82,-3.3,36.45,62.6,5.75
470,Harrismith,8,ZA,1547415781,74,-28.27,29.13,62.29,4.63
471,Aginskoye,0,RU,1547415782,39,51.11,114.54,-5.39,19.51
472,Bloomington,75,US,1547414100,84,40.47,-88.99,30.92,13.87
473,Mercedes,76,UY,1547415784,97,-33.25,-58.03,71.83,7.65
474,Pakruojis,90,LT,1547414400,100,55.98,23.85,33.8,13.87
475,Jardim,12,BR,1547415789,56,-21.48,-56.15,90.37,5.19
476,Noumea,75,NC,1547415000,65,-22.28,166.46,80.6,11.41
477,Narsaq,8,GL,1547412600,62,60.91,-46.05,24.8,8.05
478,Coahuayana,44,MX,1547415792,56,18.62,-100.35,77.1,2.73
479,Nushki,0,PK,1547415793,68,29.55,66.02,31.74,3.18
480,Bahia Honda,76,CU,1547415794,66,22.9,-83.16,79.12,5.19
481,Steubenville,90,US,1547415240,96,40.37,-80.63,32.0,11.41
482,Matata,92,NZ,1547415798,100,-37.89,176.76,66.7,16.6
483,Nouadhibou,0,MR,1547413200,39,20.93,-17.03,66.2,3.36
484,Byron Bay,40,AU,1547413200,78,-28.65,153.62,77.0,6.93
485,Marshall,90,US,1547415300,80,39.39,-87.69,35.96,6.93
486,Vardo,90,US,1547414400,78,39.62,-77.74,30.2,10.29
487,Bintulu,75,MY,1547413200,100,3.17,113.03,75.2,4.7
488,Morant Bay,75,JM,1547413200,54,17.88,-76.41,82.4,16.11
489,Eureka,1,US,1547412900,57,40.8,-124.16,64.4,5.82
490,Melo,80,UY,1547415808,86,-32.37,-54.17,78.85,8.43
491,Zabaykalsk,36,CN,1547415810,64,49.64,117.33,-1.52,17.49
492,Madaripur,0,BD,1547415811,93,23.17,90.2,54.28,2.95
493,Mount Pleasant,90,US,1547414100,66,33.16,-94.97,41.36,12.75
494,La Paz,5,MX,1547412000,50,24.15,-110.32,75.2,9.17
495,Urcos,90,PE,1547413200,76,-13.69,-71.62,53.6,2.84
496,Sukumo,0,JP,1547415816,87,32.94,132.72,37.14,6.2
497,Kuching,75,MY,1547413200,100,1.56,110.34,75.2,2.95
498,Hammerfest,20,NO,1547414400,92,70.66,23.68,28.4,8.05
499,Celestun,0,MX,1547415731,95,20.87,-90.4,75.7,14.92
500,Kabwe,48,ZM,1547415821,96,-14.44,28.44,65.71,7.65
501,Honiara,56,SB,1547415823,93,-9.43,159.96,77.37,2.62
502,Skjervoy,75,NO,1547412600,92,70.03,20.97,28.4,1.12
503,Waingapu,64,ID,1547415825,100,-9.65,120.26,73.18,3.51
504,Cabra,0,ES,1547413200,80,37.47,-4.43,35.6,2.24
505,Agadez,0,NE,1547415827,31,16.97,7.99,59.86,8.43
506,Buraydah,75,SA,1547413200,55,26.33,43.97,66.2,10.29
507,Banyo,8,CM,1547415831,28,6.75,11.81,72.19,7.65
508,Karratha,20,AU,1547415731,66,-20.74,116.85,81.87,7.31
509,Yarmouth,64,GB,1547414400,81,50.71,-1.5,50.0,14.99
510,Sainte-Rose,90,CA,1547414160,66,45.61,-73.79,12.2,2.24
511,Mwandiga,75,TZ,1547413200,94,-4.84,29.66,71.6,2.73
512,Kungurtug,0,RU,1547415838,34,50.6,97.53,-26.9,2.95
513,Phek,44,IN,1547415839,83,25.7,94.46,43.84,2.06
514,Labuhan,80,ID,1547415784,99,-2.54,115.51,70.35,0.83
515,Havelock,90,US,1547414340,100,34.88,-76.9,50.0,10.29
516,The Valley,40,AI,1547413200,69,18.22,-63.06,80.6,9.17
517,Harper,75,US,1547412900,52,30.3,-99.24,56.3,6.93
518,Cam Ranh,20,VN,1547413200,78,11.92,109.15,73.4,4.7
519,Kilifi,20,KE,1547415847,88,-3.63,39.85,76.2,7.2
520,Abaza,0,RU,1547415848,69,52.65,90.1,-10.88,0.83
521,Ust-Nera,24,RU,1547415777,0,64.57,143.24,-51.29,0.72
522,Semey,0,KZ,1547415850,75,50.41,80.25,2.94,10.22
523,Derbent,64,RU,1547415851,90,42.06,48.29,27.73,3.62
524,Sao Miguel do Araguaia,80,BR,1547415853,61,-13.28,-50.16,87.31,3.96
525,Banjar,48,ID,1547415855,98,-7.37,108.54,69.9,1.95
526,Thinadhoo,76,MV,1547415744,100,0.53,72.93,81.91,9.66
527,Siderno,40,IT,1547412900,76,38.28,16.3,50.0,3.36
528,Ibra,0,OM,1547415860,99,22.69,58.55,55.18,1.95
529,Poum,20,MK,1547415861,84,41.28,20.71,15.58,1.95
530,Adre,8,TD,1547415862,49,13.47,22.2,64.45,5.64
531,Salalah,20,OM,1547412600,73,17.01,54.1,73.4,2.24
532,Shinpokh,5,PK,1547415000,75,34.33,71.18,41.0,4.7
533,Marfino,75,RU,1547413200,92,56.07,37.56,26.6,11.18
534,Maseru,0,LS,1547415869,57,-29.31,27.48,55.05,1.72
535,Zhumadian,80,CN,1547415870,80,33.01,114.02,27.87,3.29
536,Panubigan,75,PH,1547413200,94,7.13,122.25,77.0,2.24
537,Ketchikan,90,US,1547412960,89,55.34,-131.65,48.92,26.4
